-- Parameters range: 
activation ; [<function tanh at 0x000001F87BAE0A68>]
learning_rate ; [0.001, 0.01]
hops ; [1, 2, 3]

-- Best parameters: 
activation ; <function tanh at 0x000001F87BAE0A68>
learning_rate ; 0.01
hops ; 3
mode ; 0.08

-- Run details: 
run_id;train_acc;valid_acc;test_acc;epoch;activation;learning_rate;hops
0;0.846875;0.7692640781402588;0.7682242512702941;30.6;<function tanh at 0x000001F87BAE0A68>;0.01;2
1;0.934375;0.8627705454826355;0.8112149000167846;74.8;<function tanh at 0x000001F87BAE0A68>;0.01;3
2;0.884375;0.8164502143859863;0.7999999642372131;64.4;<function tanh at 0x000001F87BAE0A68>;0.01;3
3;0.853125;0.7510822296142579;0.7775700211524963;35.8;<function tanh at 0x000001F87BAE0A68>;0.01;3
4;0.8625;0.7865800499916077;0.7682242512702941;27.6;<function tanh at 0x000001F87BAE0A68>;0.01;3
5;0.85625;0.7787878632545471;0.7420560598373414;31.0;<function tanh at 0x000001F87BAE0A68>;0.01;2
6;0.95625;0.8246753096580506;0.8130840182304382;43.6;<function tanh at 0x000001F87BAE0A68>;0.01;3
7;0.946875;0.832467520236969;0.7663550853729248;100.8;<function tanh at 0x000001F87BAE0A68>;0.01;3
8;0.89375;0.8233766317367553;0.7850467085838317;36.8;<function tanh at 0x000001F87BAE0A68>;0.01;3
9;0.89375;0.8428571105003357;0.7794392228126525;37.8;<function tanh at 0x000001F87BAE0A68>;0.01;3
MEAN;0.8928125000000001;0.8088311553001404;0.7811214482784271;48.32000000000001;;;
STD;0.03832554834897995;0.03383010857010209;0.020955418618412214;22.75876973827891;;;

